disposition,code_2026_27,code_2027_28,code_moved,similarity,text_2026_27,text_2027_28,cluster_2027_28,era_2027_28
revised,US.66,US.80,yes,0.56,"Describe the causes, course, and consequences of the Vietnam War, including:
• Geneva Accords
• Gulf of Tonkin Resolution
• Tet Offensive
• Vietnamization
• Ho Chi Minh
• Bombing of Cambodia
• Napalm and Agent Orange","Describe the policies of Presidents' Kennedy, Johnson, and Nixon, and the causes, consequences, and progression of the Vietnam War, including: • Escalation • Geneva Accords • Gulf of Tonkin Resolution • Ho Chi Minh • Napalm and Agent Orange • Tet Offensive • Vietnamization",The Vietnam War (1950s-1970s),The Vietnam War (1950s-1970s)
revised,US.68,US.81,yes,0.80,"Evaluate the impact of the Vietnam War on the home front, including: the anti-war movement, draft by lottery, and the role of television and the media.","Describe the impact of the Vietnam War on the home front, including: • Anti-war movement • Draft by lottery • Effects of Agent Orange • Post-Traumatic Stress Disorder • Role of television and the media",The Vietnam War (1950s-1970s),The Vietnam War (1950s-1970s)
unchanged,US.84,US.82,yes,0.99,"Analyze different points of view that reflect the rise of social activism and the growth of counterculture, including: generation gap, hippies, and Woodstock.","Analyze different points of view that reflect the rise of social activism and the growth counterculture, including generation gap, hippies, and Woodstock.",The Vietnam War (1950s-1970s),The Vietnam War (1950s-1970s)
revised,US.85,US.83,yes,0.77,"Explain significant achievements of President Richard Nixon’s administration, including his appeal to the “silent majority” and his major foreign policy actions.","Explain the events of President Richard Nixon’s administration, including his appeal to the “silent majority,"" detente, SALT, and open relationship with China.",The Modern United States (1970s-present),The Modern United States (1970s-present)
revised,US.86,US.84,yes,0.83,"Examine the Watergate scandal, including:
• Background of the break-in
• Changing role of media and journalism
• Legacy of distrust
• Controversy surrounding President Gerald Ford’s pardon
• United States v. Nixon","Examine the Watergate scandal, including: • Background of the break-in • Changing role of media and journalism • Legacy of distrust (e.g., government) • United States vs. Nixon • Controversy surrounding President Gerald Ford’s pardon",The Modern United States (1970s-present),The Modern United States (1970s-present)
unchanged,US.87,US.85,yes,1.00,"Explain the emergence of environmentalism, including the creation of the Environmental Protection Agency and disasters such as Love Canal and Three Mile Island.","Explain the emergence of environmentalism, including the creation of the Environmental Protection Agency and disasters such as Love Canal and Three Mile Island.",The Modern United States (1970s-present),The Modern United States (1970s-present)
revised,US.88,US.86,yes,0.69,"Identify and explain the significant events of President Jimmy Carter’s administration, including:
• Poor economy
• Panama Canal Treaty
• Camp David Accords
• Energy crisis
• Iran Hostage Crisis","Identify and explain the events of Jimmy Carter’s administration, including: • Crisis of Confidence speech • Poor economy • Energy crisis • Panama Canal Treaty • Iran Hostage Crisis • Camp David Accords",The Modern United States (1970s-present),The Modern United States (1970s-present)
new,,US.87,,,,"Identify and explain the events of President Ronald Reagan’s administration, including: • Resurgence of nationalism • “War on Drugs” • Reaganomics • Strategic Defense Initiative • Iran-Contra affair • AIDS epidemic • Challenger disaster • Appointment of Sandra Day O’Connor",The Modern United States (1970s-present),The Modern United States (1970s-present)
revised,US.90,US.88,yes,0.72,"Describe the significant events of President George H.W. Bush’s administration, including the invasion of Panama and the Gulf War.","Identify and explain the events of President George H. W. Bush’s administration, including: • The invasion of Panama • The Gulf War • Debates over the increasing budget and taxation",The Modern United States (1970s-present),The Modern United States (1970s-present)
new,,US.89,,,,"Identify and explain the events of President Bill Clinton’s administration, including: • NAFTA • Welfare-to-work • Scandals and subsequent impeachment • Balanced budget hearings • Family Medical Leave Act • Humanitarian efforts in Bosnia- Herzegovina • The widespread use of the internet",The Modern United States (1970s-present),The Modern United States (1970s-present)
revised,US.92,US.90,yes,0.80,"Describe the impact of the September 11, 2001 terrorist attacks on the World Trade Center and the Pentagon, including: the response of President George W. Bush, wars in Afghanistan and Iraq, and continued efforts to combat terrorism globally.","Describe the impact of the September 11, 2001 terrorist attacks on the World Trade Center and the Pentagon, including the response of President George W. Bush and the USA PATRIOT Act.",The Modern United States (1970s-present),The Modern United States (1970s-present)
new,,US.91,,,,"Identify and explain the events of President George W. Bush’s administration, including: • No Child Left Behind • Wars in Afghanistan and Iraq • Economic recession (i.e., housing market crisis)",The Modern United States (1970s-present),The Modern United States (1970s-present)
revised,US.93,US.92,yes,0.83,"Describe the increasing role of women and minorities in the American military, politics, and economy, including (T.C.A. § 49-6-1006):
• Hillary Clinton
• Sandra Day O’Connor
• Nancy Pelosi
• Colin Powell
• Condoleezza Rice","Describe the increasing role of women and minorities in American military, politics, and economy, including (T.C.A. § 49-6-1006): • Hillary Clinton • Colin Powell • Condoleezza Rice • Nancy Pelosi • Sonia Sotomayor",The Modern United States (1970s-present),The Modern United States (1970s-present)
new,,US.93,,,,Explain how the legislative and judicial branches expanded the scope of the 14th amendment including: • Individuals with Disabilities Education Act • Americans with Disabilities Act • Obergefell vs. Hodges,The Modern United States (1970s-present),The Modern United States (1970s-present)
new,,US.94,,,,Identify and explain the events of Barack Obama’s administration including: • The Affordable Care Act • Every Student Succeeds Act • American presense in the Middle East,The Modern United States (1970s-present),The Modern United States (1970s-present)
retired,US.03,,,,"Explain the impact of the Compromise of 1877, including: Jim Crow laws, lynching, disenfranchisement methods, the efforts of Benjamin “Pap” Singleton and the Exodusters, and the Plessy v. Ferguson decision. (T.C.A. § 49-6-1006)",,,
retired,US.05,,,,"Describe the changes in American life that resulted from the inventions and innovations of business leaders and entrepreneurs of the period, including the significance of:
• Alexander Graham Bell
• Henry Bessemer
• Andrew Carnegie
• Thomas Edison
• J.P. Morgan
• John D. Rockefeller
• Nikola Tesla
• Cornelius Vanderbilt
• Madam C.J. Walker",,,
retired,US.06,,,,"Locate the following major industrial centers, and describe how industrialization influenced the movement of people from rural to urban areas:
• Boston
• Chicago
• New York City
• Pittsburgh
• San Francisco",,,
retired,US.38,,,,"Analyze the changes in the economy and culture of the U.S. as a result of credit expansion, consumerism, and financial speculation.",,,
retired,US.48,,,,"Explain the reasons for American entry into World War II, including the attack on Pearl Harbor.",,,
retired,US.49,,,,"Identify the roles and the significant actions of the following individuals in World War II:
• Winston Churchill
• Dwight D. Eisenhower
• Adolf Hitler
• Douglas MacArthur
• George C. Marshall
• Benito Mussolini
• President Franklin D. Roosevelt
• Joseph Stalin
• Hideki Tojo
• President Harry S. Truman",,,
retired,US.50,,,,"Explain the role of geographic and military factors on the outcomes of battles in the Pacific and European theaters of war, including the Battles of Midway, Iwo Jima, Okinawa, and D-Day.",,,
retired,US.52,,,,Examine and explain the entry of large numbers of women into the workforce and armed forces during World War II and the subsequent impact on American society.,,,
retired,US.55,,,,"Describe the war’s impact on the home front, including:
• Rationing
• Bond drives
• Propaganda
• Movement to cities and industrial centers
• Bracero program
• Conversion of factories for wartime production
• Location of prisoner of war camps in Tennessee",,,
retired,US.57,,,,Explain the major outcomes of the Yalta and Potsdam Conferences.,,,
retired,US.67,,,,"Compare the policies and practices of Presidents John F. Kennedy, Lyndon Johnson, and Richard Nixon and their impacts on the continuation of the Vietnam War.",,,
retired,US.69,,,,Describe the competition between the U.S. and Soviet Union for superiority in space.,,,
retired,US.70,,,,"Explain developments that eased tensions during the Cold War, including:
• President Richard Nixon’s detente
• President Jimmy Carter’s SALT Treaties
• President Ronald Reagan and Mikhail Gorbachev’s INF Treaty
• The fall of the Berlin Wall",,,
retired,US.74,,,,"Describe the growing influence of the automobile on American society, including the growth of: suburbia, fast food chains, and the hotel industry.",,,
retired,US.80,,,,"Describe the significant events in the struggle to secure civil rights for African Americans, including: (T.C.A. § 49-6-1006)
• Montgomery Bus Boycott
• Integration of Clinton High School in Clinton, TN
• Integration of Central High School in Little Rock, AR
• Freedom Riders
• Tent City in Fayette County, TN
• Marches, demonstrations, boycotts, and sit-ins (e.g., Nashville)
• March on Washington, D.C.
• Birmingham bombings of 1963
• Assassination of Martin Luther King, Jr.
• Highlander Folk School",,,
retired,US.89,,,,"Analyze the significance of President Ronald Reagan’s administration, including:
• Revitalization of national pride
• Reaganomics
• Iran-Contra affair
• “War on Drugs”
• Strategic Defense Initiative
• AIDS epidemic",,,
retired,US.91,,,,"Summarize the events of President Bill Clinton’s administration, including:
• Welfare-to-work
• Balanced budget
• NAFTA
• Scandals and subsequent impeachment hearings",,,
retired,US.94,,,,"Compare and contrast commonly used methods of communication from 1970 to today, and analyze the impact they have had on society.",,,
retired,US.95,,,,Describe the achievements and setbacks of President Barack Obama’s administration.,,,
