course,code,meaning_2026_27,meaning_2027_28
world-history-geography,W.07,"Analyze the geographic, political, and social factors that contributed to the rise and fall of Napoleon Bonaparte's empire.","Explain how the Agricultural Revolution, mechanization, and the “enclosure movement” led to rapid population growth, rural to urban migration, and the growth of major cities in Europe and North America."
world-history-geography,W.08,"Identify how the ideas of the Enlightenment inspired Thomas Jefferson and the Declaration of Independence, and compare the American Revolution with the French Revolution.","Explain the geographic and economic reasons why the Industrial Revolution began in England, including natural resources, entrepreneurship, labor, and access to capital."
world-history-geography,W.09,"Explain the effects of the French Revolution on Europe and the world, including the influence of: the Napoleonic Code, Concert of Europe, and Haitian Revolution.",Explain why the diffusion of the Industrial Revolution primarily spread within the Western world.
world-history-geography,W.10,"Explain how the Agricultural Revolution, mechanization, and the ""enclosure movement"" led to rapid population growth, rural to urban migration, and the growth of major cities in Europe and North America.","Describe the geographic scale, trade routes, and conditions of the forced migration of Africans to the Western Hemisphere, including connections between enslaved labor and the growth of industrial economies."
world-history-geography,W.11,"Explain the geographic and economic reasons why the Industrial Revolution began in England, including: natural resources, entrepreneurship, labor, and access to capital.","Explain how scientific and technological innovations (e.g., the steam engine, new textile technology, steel processing, medical advances, electricity, and new methods of transportation) led to massive social, economic, cultural, and demographic changes."
world-history-geography,W.12,Analyze how geographic and cultural features were an advantage or disadvantage to the diffusion of the Industrial Revolution.,"Analyze the consequences of industrialism in Europe in terms of: • Social benefits (e.g., increases in productivity and life expectancy) • Social costs (e.g., harsh working and living conditions, pollution, child labor, and income inequality) • Attempts to address these costs (e.g., political reform, urban planning, philanthropy, labor unions, education reform, and public health and sanitation)"
world-history-geography,W.13,"Describe the geographic scale, trade routes, and conditions of the forced migration of Africans to the Western Hemisphere, including connections between slave labor and the growth of industrial economies.","Compare and contrast the rise of economic theories as a result of industrialization, including capitalism, communism, and socialism."
world-history-geography,W.14,"Explain how scientific and technological innovations (e.g., the steam engine, new textile technology, steel processing, medical advances, electricity, and new methods of transportation) led to massive social, economic, cultural, and demographic changes.","Define nationalism, and explain how national identity and political geography contributed to the unification of nations such as Germany and Italy."
world-history-geography,W.15,"Evaluate the industrialization of Europe in terms of: Social benefits (e.g., increases in productivity and life expectancy); Social costs (e.g., harsh working and living conditions, pollution, child labor, and income inequality); Attempts to address these costs (e.g., political reform, urban planning, philanthropy, labor unionism, education reform, and public health and sanitation)",Describe the rise of anti-Semitism in Europe during this time period.
world-history-geography,W.16,"Compare and contrast the rise of the following economic theories as a result of industrialization: capitalism, communism, and socialism.","Define and analyze reasons for imperialism, including competition between empires, cultural justifications, and the search for natural resources and new markets in response to rapid industrialization."
world-history-geography,W.17,"Define nationalism, and explain how nationalism, cultural geography, and physical geography contributed to the unification of nations, such as Germany and Italy.","Distinguish the differences between colonies, protectorates, spheres of influence, and economic imperialism."
world-history-geography,W.18,Describe the rise of anti-Semitism in Europe during this time period.,Describe the cultural and political structures throughout the regions of the African continent.
world-history-geography,W.19,"Define imperialism, and analyze reasons for 19th century imperialism, including: competition between empires, cultural justifications, and the search for natural resources and new markets in response to rapid industrialization.",Describe the natural resources and geographic features throughout the regions of the African continent and their impacts on global trade.
world-history-geography,W.20,"Describe the natural resources and geographic features of Africa, their role in attracting European economic interests, and their impact on global trade.","Analyze the outcomes of the Berlin Conference and the impact of superimposed boundaries on African indigenous populations, and compare the geographic progression of imperialistic claims on the African continent by European empires."
world-history-geography,W.21,"Analyze the outcomes of the Berlin Conference and the impact of superimposed boundaries on African indigenous populations, and compare the geographic progression of imperialistic claims on the African continent by European empires.","Describe the various strategies and outcomes of African resistance to European imperialism (e.g., Ethiopia, Zulu Wars, Ashanti Wars)."
world-history-geography,W.22,"Describe successful (e.g., Ethiopia) and unsuccessful (e.g., Zulu Wars and Ashanti Wars) examples of African resistance to European imperialism.","Describe cultural, political, and economic structures throughout the regions of the subcontinent of India."
world-history-geography,W.23,"Describe the importance of India to the British Empire, the Suez Canal as a connection between Great Britain and India, and India's reaction to British rule.","Explain why India was important to the British empire, including role of the Suez Canal."
world-history-geography,W.24,Explain the growing influence of western powers on China from the Opium Wars through the Boxer Rebellion.,"Describe cultural, political, and economic structures throughout regions of China."
world-history-geography,W.25,"Explain cultural diffusion, and describe the diffusion of cultures between Europe, Africa, and Asia as a result of European imperialism.","Explain why China was important to western powers, including the Opium Wars and the Boxer Rebellion."
world-history-geography,W.27,"Describe the natural resources and geographic features of Central and South America, their role in attracting American and European economic interests, and their impact on global trade.","Describe cultural, political, and economic structures throughout the regions of Central and South America."
world-history-geography,W.28,Compare and contrast the impact of economic imperialism on Central and South America with the impact of imperialism on other parts of the world.,Explain why Central and South America were important to western powers.
world-history-geography,W.29,Explain how tensions between nations and states contributed to regional conflicts of the era.,"Define cultural diffusion, and describe how imperialism facilitates cultural diffusion."
world-history-geography,W.32,"Analyze the importance of geographic factors in military decision-making, and determine the principal theaters and significance of major battles in World War I (e.g., Battles of the Marne, Verdun, the Somme).","Explain how battles of World War I (e.g., Marne and Somme) illustrate the scope of the war, and describe the impact on European colonies around the world."
world-history-geography,W.33,Explain how the entrance of the United States and the exit of Russia affected the course and outcome of World War I.,"Explain why Russia exited and the United States entered World War I, and describe the effects."
world-history-geography,W.34,"Define total war, and describe its effect on European civilian populations, including: Food shortages; Industrial production of war materials; Naval/submarine blockades; Women as war workers",Identify the causes and consequences of the Bolshevik Revolution and Russian Civil War.
world-history-geography,W.35,"Describe the effects of World War I, including the significance of: Armenian Genocide; Collapse of major empires; Economic losses; Environmental changes; Loss of human life; Movement of populations; Spread of disease","Define total war, and describe its immediate and lasting effects on European civilian populations, including: • Food shortages • Industrial production of war materials • Naval/submarine blockades • Women’s involvement in the war"
world-history-geography,W.36,"Compare the goals of leading nations (i.e., U.S., France, Great Britain, Italy, and Japan) at the Paris Peace Conference with the outcomes of the Treaty of Versailles and its impact on Germany.","Describe the effects of World War I, including the significance of: • Armenian genocide • Collapse of major empires • Economic losses • Loss of human life • Movement of populations • Shellshock (i.e., PTSD) • Spread of disease"
world-history-geography,W.37,Analyze the shifts in geopolitical boundaries post-World War I resulting from the Treaty of Versailles and the League of Nations mandate system.,"Analyze the aims and negotiating roles of world leaders at the Paris Peace Conference and their impact on Germany, the League of Nations, and the creation of new states and the Mandate System."
world-history-geography,W.38,Determine the causes and consequences of the Bolshevik Revolution and Russian Civil War.,Describe the cultural and economic trends of the 1920s.
world-history-geography,W.39,"Analyze the cultural, economic, and intellectual trends of the 1920s.","Describe the collapse of international economies in 1929 that led to the Great Depression, including the significance of: • Inflation • Overproduction • Post-war economic relationships between the United States and Europe • Restrictive trade policies • Unemployment"
world-history-geography,W.40,"Describe the collapse of international economies in 1929 that led to the Great Depression, including the significance of: Overproduction; Unemployment; Inflation; Restrictive trade policies; Post-war economic relationships between the U.S. and Europe","Explain how economic instability, nationalism, and political disillusionment in Germany, Italy, Japan led to the rise of totalitarian regimes."
world-history-geography,W.41,"Explain how economic instability, nationalism, and political disillusionment in Germany and Japan led to the rise of totalitarian regimes.","Compare and contrast the rise to power, goals, and characteristics of Adolf Hitler, Benito Mussolini, and Joseph Stalin’s totalitarian regimes."
world-history-geography,W.42,"Compare and contrast the rise to power, goals, and characteristics of Adolf Hitler, Benito Mussolini, and Joseph Stalin's totalitarian regimes.","Analyze the role of geographic features and regional conflicts (i.e., Spanish Civil War) in increasing tensions prior to World War II."
world-history-geography,W.43,Analyze the role of geographic features and natural resources in increasing tensions prior to and during World War II.,"Describe efforts to expand empires in the 1930s, including: • Italian invasion of Ethiopia • German militarism • Japanese invasion and atrocities in China"
world-history-geography,W.44,"Compare the Italian, German, and Japanese efforts to expand their empires in the 1930s, including: the invasion of Ethiopia, German militarism, and atrocities in China.","Explain the role of military alliances, appeasement, isolationism, and the domestic distractions in Europe and the United States prior to the outbreak of World War II."
world-history-geography,W.45,"Explain the role of military alliances, appeasement, isolationism, and the domestic distractions in Europe and the U.S. prior to the outbreak of World War II.","Describe the European theatre of war during World War II, including: • Geography • Key Military Leaders • Major Battles • Technology • Wartime Strategies"
world-history-geography,W.46,"Describe how geography and technology (e.g., airplanes, advanced medicine, propaganda, radar) influenced wartime strategies, including: blitzkrieg, ""island hopping,"" kamikaze, and strategic bombing.","Describe the Pacific theatre of war during World War II, including: • Geography • Key Military Leaders • Major Battles • Technology • Wartime Strategies"
world-history-geography,W.47,"Describe the geography and outcomes of major battles and turning points of World War II in both the European and Pacific theaters, including: Battle of Britain; Battle of Midway; Battle of Stalingrad; Battle of Normandy; Battle of the Bulge","Describe the roles of leaders during World War II, including the significance of: • Winston Churchill • Adolf Hitler • Benito Mussolini • Franklin D. Roosevelt • Joseph Stalin • Hideki Tojo • Harry S. Truman"
world-history-geography,W.48,"Describe the roles of leaders during World War II, including the significance of: Winston Churchill; Adolf Hitler; Benito Mussolini; President Franklin D. Roosevelt; Joseph Stalin; Hideki Tojo; President Harry S. Truman","Describe the persecution of Jews and other targeted groups in Europe leading up to World War II, and explain why many people were unable to leave and their efforts to resist persecution."
world-history-geography,W.49,"Describe the persecution of Jews and other targeted groups in Europe leading up to World War II, and explain why many people were unable to leave and their efforts to resist persecution.","Explain the state-sponsored mass murder of targeted groups (e.g., Hitler’s Final Solution to the Jewish Question) in Nazi-controlled lands, and describe the varied experiences of Holocaust survivors and victims."
world-history-geography,W.50,"Explain the state-sponsored mass murder of the Jews in Nazi-controlled lands, and describe the varied experiences of Holocaust survivors and victims.","Explain the decisions made in the Atlantic Charter and at the Tehran, Yalta, and Potsdam Conferences."
world-history-geography,W.51,"Explain the decisions made in the Atlantic Charter and at the Tehran, Yalta, and Potsdam Conferences.","Describe the development of atomic bombs, and evaluate both the decisions to use them and the impact of their use."
world-history-geography,W.52,"Describe the development of atomic bombs, and evaluate both the decisions to use them and the impact of their use.","Describe the cultural, economic, geographic, and political effects of World War II, including: • Casualties of the war (military and civilian) • Changes to geopolitical boundaries • Cordell Hull’s involvement in the creation of the United Nations • Destruction of cultural heritage • Division of Germany • The Nuremberg trials • Refugees and displaced populations"
world-history-geography,W.53,"Describe the cultural, economic, geographic, and political effects of World War II, including: Casualties of the war (military and civilian); Changes to geopolitical boundaries; Creation of the United Nations; Destruction of cultural heritage; Division of Germany; Impact of the Nuremberg trials; Refugees and displaced populations","Explain the nature of reconstruction in Europe and Asia after 1945, including the influence of the United States"
world-history-geography,W.54,"Summarize the nature of reconstruction in Europe after 1945, including both the economic and political purposes of the Marshall Plan.","Explain the origins and significance of the United Nations establishment of the State of Israel, and describe the reactions by surrounding Arab countries."
world-history-geography,W.55,"Explain the origins and significance of the establishment of the State of Israel, and describe the reactions by surrounding Arab countries to the United Nations' decision to establish Israel.","Describe the economic and military power shift at the end of World War II, including rising tensions between the Soviet Union and former Allied Powers."
world-history-geography,W.56,"Describe the economic and military power shift at the end of World War II, such as Soviet control over Eastern Europe and the economic recoveries of Germany and Japan.","Analyze the rise of communism and Mao Zedong in China, as well as the related political, social, and economic impacts on China."
world-history-geography,W.57,"Analyze the rise of communism and Mao Zedong in China, as well as the related political, social, and economic impacts on China.","Summarize the functions of the Warsaw Pact and NATO, including their roles in organizing post-war Europe."
world-history-geography,W.58,"Describe the characteristics of the Cold War, and explain reasons for the rising tensions between the Soviet Union and former Allied powers.",Describe methods of Soviet control in Eastern Europe and the role of Berlin as a focal point in escalating Cold War tensions.
world-history-geography,W.59,"Summarize the functions of the Warsaw Pact and NATO, including their roles in organizing post-war Europe.","Explain the role of the nuclear arms race, mutual assured destruction, and arms control agreements within the context of rising tensions between the Soviet Union and United States (e.g., Cuban Missile Crisis)."
world-history-geography,W.60,Describe methods of Soviet control in Eastern Europe and the role of Berlin as a focal point in escalating Cold War tensions.,"Describe examples of national uprisings against the Soviet Union (e.g., Hungary and Czechoslovakia), and explain why they were unsuccessful."
world-history-geography,W.61,"Explain the role of the nuclear arms race, mutual assured destruction, and arms control agreements within the context of rising tensions between the Soviet Union and U.S.","Describe the competition in Asia between the Soviet Union and United States, including the wars in Korea and Vietnam as examples of proxy wars."
world-history-geography,W.62,"Describe examples of national uprisings against the Soviet Union (e.g., Hungary and Czechoslovakia), and explain why they were unsuccessful.","Explain reasons for the rapid decline of communist systems, including: • Chernobyl nuclear disaster • Economic inefficiency • Fall of the Berlin Wall • Mass protests in Eastern Europe and China • Mikhail Gorbachev’s reforms • Soviet coup d’etat of 1991 • Unsustainable military spending"
world-history-geography,W.63,"Describe the competition in Asia between the Soviet Union and U.S., including the wars in Korea and Vietnam as examples of proxy wars.","Analyze the political, economic, social, and geographic consequences of the collapse of communist governments and restructure of nation states in the former Soviet Union and Eastern Europe (e.g., Czech Republic, Slovakia, Ukraine, Armenia)."
world-history-geography,W.64,"Explain reasons for the rapid decline of communist systems in the late 1980s, including: Economic inefficiency; Unsustainable military spending; Mikhail Gorbachev's reforms; Mass protests in Eastern Europe and China; 1991 Soviet coup d'état",Explain the causes and effects of German reunification on both West and East Germany.
world-history-geography,W.65,"Analyze the political, economic, social, and geographic consequences of the collapse of communist governments in the Soviet Union and Eastern Europe.","Describe how competing national, ethnic, and religious interests led to conflict and the establishment of new countries in the Balkans."
world-history-geography,W.66,Explain the push and pull factors of migration.,Explain the reasons for and the effects of the partition of the Indian subcontinent into India and Pakistan in 1947.
world-history-geography,W.67,Explain the reasons for and the effects of the partition of the Indian subcontinent into India and Pakistan in 1947.,"Explain the factors that led to the creation of a lasting democratic government in India as well as the roles of political leaders (e.g., Mohandas Gandhi, Jawaharlal Nehru, Indira Gandhi)."
world-history-geography,W.68,"Explain the factors that led to the creation of a lasting democratic government in India as well as the roles of political leaders (e.g., Mohandas Gandhi, Jawaharlal Nehru, Indira Gandhi).","Describe the development, goals, and outcomes of nationalist movements in Africa, including the ideas and roles of nationalist leaders (e.g., Jomo Kenyatta, Patrice Lumumba, and Gamal Abdel Nasser)."
world-history-geography,W.69,"Describe the development, goals, and outcomes of nationalist movements in Africa, including the ideas and roles of nationalist leaders (e.g., Jomo Kenyatta, Patrice Lumumba, and Gamal Abdel Nasser).","Explain the fight against and dismantling of the apartheid system in South Africa, including the roles of Nelson and Winnie Mandela and the African National Congress."
world-history-geography,W.70,"Explain the fight against and dismantling of the apartheid system in South Africa, including the roles of Nelson Mandela and the African National Congress.","Analyze the political, economic, ethnic, geographic (i.e., boundaries and features) and military challenges faced by newly-created countries in post-imperial Africa (e.g., civil war, genocide, corruption)."
world-history-geography,W.71,"Analyze the political, economic, ethnic, and military challenges faced by newly-created countries in post-imperial Africa (e.g., civil war, genocide, corruption).","Explain how ideological conflicts between capitalism and communism led to armed insurgencies, revolutions, and military dictatorships in Latin American nations, including Argentina, Colombia, Cuba, and Nicaragua."
world-history-geography,W.72,"Explain how ideological conflicts between capitalism and communism led to armed insurgencies, revolutions, and military dictatorships in Latin American nations, including: Argentina, Colombia, Cuba, and Nicaragua.","Analyze the ongoing Arab-Israeli Conflict and the peace processes in the Middle East, including Camp David Accords."
world-history-geography,W.73,"Describe how competing national, ethnic, and religious interests led to conflict and the establishment of new countries in the Balkans.","Compare and contrast the causes and effects of modern genocide, including in Cambodia, Rwanda, and the former Yugoslavia."
world-history-geography,W.74,"Compare and contrast the causes and effects of modern genocide, including in: Cambodia, Rwanda, and the former Yugoslavia.","Describe significant economic development in the contemporary world, such as: • Influence of trade organizations (e.g., NAFTA, OPEC) • Influence of technology (e.g., GIS, GPS) • Impact of a global economy"
world-history-geography,W.75,Explain the causes and effects of German reunification on both West and East Germany.,"Describe patterns of globalization and its impact in the contemporary world, such as: • Influence of supranational organizations (e.g., UN, G-7) • Population change (e.g., growth, decline, control) • Resurgence of tribalism"
world-history-geography,W.76,"Analyze the response of Arab countries to the creation of the State of Israel and the peace processes in the Middle East, including the Camp David and Oslo Accords.","Describe significant social and political issues in the contemporary world, such as: • Human Trafficking • Military Conflicts (e.g., Bosnia, Terrorism) • Territorial Disputes (e.g., Arab-Israeli Conflict) • Global terrorism"
us-government-civics,GC.01,"Examine the influences of leading European thinkers (e.g., John Locke, Charles-Louis Montesquieu, Thomas Hobbes) and other roots of American government (e.g., Greek democracy, Roman republic, Magna Carta).",Describe the purpose and functions of government.
us-government-civics,GC.02,Examine the Declaration of Independence and American grievances against British rule.,"Compare and contrast different forms of government, such as monarchy, oligarchy, democracy, and republic."
us-government-civics,GC.03,Identify the strengths and weaknesses of the Articles of Confederation.,"Analyze the influence of various thinkers on the formation of U.S. government, such as William Blackstone, John Locke, Charles-Louis Montesquieu, and Thomas Hobbes."
us-government-civics,GC.04,"Discuss the Constitutional Convention of 1787, including the Great Compromise and the ensuing debate over ratification between the Federalists and Anti-Federalists.","Analyze the influence of past governments on the formation of the United States, such as Greek democracy, Roman republic, the Magna Carta, and the Mayflower Compact."
us-government-civics,GC.05,Describe the purposes and functions of government as outlined in the Preamble of the Constitution.,Examine the Declaration of Independence and American grievances against British rule.
us-government-civics,GC.06,"Describe limited government within the Constitution, including: Checks and balances; Civilian control of the military; Federalism; Judicial review; Popular sovereignty; Rule of law; Separation of powers",Identify the strengths and weaknesses of the Articles of Confederation.
us-government-civics,GC.07,Describe the structure of the Constitution and the process to amend it.,"Discuss the Constitutional Convention of 1787, including major compromises (e.g., Great Compromise, Three-Fifths Compromise, importation of enslaved people, and the electoral college)."
us-government-civics,GC.08,Analyze how the Bill of Rights limits the powers of the government and ensures individual rights. (T.C.A. § 49-6-1028),"Identify key debates surrounding the ratification of the constitution between the Federalists (e.g., Federalist Papers) and Anti-federalists (e.g., Brutus Papers)."
us-government-civics,GC.09,"Define the concepts of democracy and republic, and examine the relationship between the two.",Describe the purposes of government as outlined in the Preamble of the Constitution.
us-government-civics,GC.10,"Analyze Article I and the 17th Amendment of the Constitution as they relate to the legislative branch, including: eligibility for office, roles, length of terms, and election to office for representatives and senators, respectively.","Describe principles of limited government in the U.S. Constitution, including: • Checks and balances • Federalism • Judicial Review • Popular sovereignty • Rule of law • Separation of powers"
us-government-civics,GC.11,"Describe the census and its role in redistricting and reapportionment, including the role of Baker v. Carr.",Describe the structure of the Constitution and the process to amend it.
us-government-civics,GC.12,"Identify leadership positions of the legislative branch, including: Majority and minority leaders; President pro tempore; Role of the vice president; Speaker of the House","Analyze Article I and the 17th Amendment of the Constitution as they relate to the legislative branch, including: • Election to office for representatives and senators • Eligibility for office • Length of terms • Roles and responsibilities"
us-government-civics,GC.13,Describe the process of how a bill becomes a law.,"Describe the census and its role in redistricting and reapportionment, including the role of Baker v. Carr and Shaw v. Reno."
us-government-civics,GC.14,Identify the Tennessee representatives and senators to U.S. Congress.,"Identify leadership positions in the legislative branch and describe their roles, including: • Majority and minority leaders • President pro tempore • Role of the vice president • Speaker of the House"
us-government-civics,GC.15,"Describe the powers of U.S. Congress, including: Appropriations; Commerce; Confirmations; Declaration of war; Implied powers; Necessary and proper clause",Describe the legislative process from the introduction of a bill to a presidential action.
us-government-civics,GC.16,"Analyze Article II of the Constitution as it relates to the executive branch, including: Appointments; Commander-in-chief of the military; Eligibility for office; Executive orders; Length of term (22nd Amendment); Oath of office; Powers of the president; Succession (25th Amendment); Treaties",Identify Tennessee’s U.S. Senators and the representative for the student’s respective district.
us-government-civics,GC.17,"Identify major departments of the executive branch, including: Defense; Education; Justice; State; Treasury","Identify the enumerated, implied, and concurrent powers of the U.S. Congress."
us-government-civics,GC.18,"Explain the Electoral College system, and compare and contrast arguments for and against it.","Explain the process and significance of congressional elections (e.g., mid-term elections)."
us-government-civics,GC.19,"Analyze Article III of the Constitution as it relates to judicial power, including the length of terms and the jurisdiction of the U.S. Supreme Court.",Identify the arguments in Federalist Paper #70 that addresses the establishment of the executive office.
us-government-civics,GC.20,Explain the processes of selection and confirmation of Supreme Court justices.,"Analyze Article II of the Constitution as it relates to the executive branch, including: • Length of Term (i.e., 22nd Amendment) • Eligibility for office • Oath of office • Succession (i.e., 25th Amendment) • Impeachment"
us-government-civics,GC.21,Explain the process of judicial review established by Marbury v. Madison.,"Describe the various powers and roles of the presidency, including: • Commander-in-Chief • Treaty negotiation • Appointments • Executive orders • Pardons and clemency"
us-government-civics,GC.22,Describe the Supreme Court's role in determining the constitutionality of laws and acts of the legislative and executive branches.,"Identify and describe the functions of executive branch departments and agencies (e.g., bureaucracies) in the United States, including: • Defense • State • Treasury • Justice"
us-government-civics,GC.23,"Evaluate the Supreme Court's interpretations of the freedoms articulated in the 1st Amendment, including: Schenck v. United States; Engel v. Vitale; Tinker v. Des Moines; Lemon v. Kurtzman; New York Times v. United States; Miller v. California; Texas v. Johnson",Trace the sequence of a presidential election from initial candidacy through inauguration.
us-government-civics,GC.24,"Explain the 2nd Amendment, and evaluate its various interpretations.","Explain the Electoral College system, and compare and contrast arguments for and against it."
us-government-civics,GC.25,"Evaluate the Supreme Court's interpretations of freedoms in the 4th through 8th Amendments, including: Mapp v. Ohio; Gideon v. Wainwright; Miranda v. Arizona",Identify the arguments in Federalist Paper #78 that addresses the establishment of the federal courts system.
us-government-civics,GC.26,"Evaluate the Supreme Court's interpretations of the freedoms in the 14th Amendment, equal protection, and due process clauses, including: Plessy v. Ferguson; Gitlow v. New York; Brown v. Board of Education; Roe v. Wade; Obergefell v. Hodges","Analyze Article III of the Constitution as it relates to judicial power, including the length of terms and the jurisdiction of the U.S. Supreme Court."
us-government-civics,GC.27,"Identify and explain legislation and legal precedents that established rights for the underserved, including Title IX and the Americans with Disabilities Act.",Explain the processes of selection and confirmation of Supreme Court justices.
us-government-civics,GC.28,"Identify the functions of departments and agencies of the executive, legislative, and judicial branches in the state of Tennessee.","Explain the principle of judicial review established by Marbury v. Madison, and how it is used as a check on other branches of federal and state governments."
us-government-civics,GC.29,"Explain the differences among the types of local governments in Tennessee, including county, city, and metro governments, as well as the legal, fiscal, and operational relationships between them and the state government.",Analyze how the Bill of Rights limits the powers of the government and ensures individual rights. (T.C.A. § 49-6-1028)
us-government-civics,GC.30,Identify the current governor of Tennessee and the representatives in the General Assembly (for a student's respective district).,"Analyze the First Amendment and its application to freedom of speech in historical and contemporary Supreme Court cases, including Schenck v. United States and Tinker v. Des Moines."
us-government-civics,GC.31,"Describe what should be reasonably expected from any citizen or resident of the U.S., and explain why it is important for the well-being of the nation, including: Being informed on civic issues; Obeying the law; Paying taxes; Respecting the rights of others; Serving as a juror; Serving in the military or alternative service; Volunteering and performing public service; Voting","Analyze the First Amendment and its application to freedom of religion in historical and contemporary Supreme Court cases, including Engel v. Vitale and Wisconsin v. Yoder."
us-government-civics,GC.32,"Explain the role of political parties in the nomination process for presidential candidates and the importance of and difference between primaries, caucuses, and general elections.","Analyze the First Amendment and its application to freedom of press in historical and contemporary Supreme Court cases, including New York Times Co. v. United States and Hazelwood School District v. Kuhlmeier."
us-government-civics,GC.33,Describe the role of the media as a means of communicating information and how it influences the importance of issues and public opinion.,"Describe the Supreme Court’s interpretations of the Second Amendment, including: • District of Columbia vs. Heller • McDonald vs. Chicago • The New York State Rifle and Pistol Association, Inc. vs. Bruen"
us-government-civics,GC.34,"Describe the means that citizens use to participate in the political process, including: Campaigning; Demonstrating; Lobbying; Petitioning; Running for office; Voting","Describe the Supreme Court’s interpretations of freedoms in the Fourth through Eighth Amendments, including: • Mapp vs. Ohio • Gideon vs. Wainwright • Miranda vs. Arizona"
us-government-civics,GC.35,"Explain the requirements to be considered a natural-born U.S. citizen, and describe the process of naturalization, including the knowledge required by the Naturalization Test.","Describe the Supreme Court’s interpretations of the freedoms in the 14th Amendment, equal protection, and due process clauses, including: • Plessy vs. Ferguson and Brown vs. Board of Education • Roe vs. Wade and Dobbs vs. Jackson’s Women’s Health Organization • Loving vs. Virginia and Obergefell vs. Hodges"
tennessee-history,TN.01,Describe changes in life in the Tennessee region from the late ice age through the Archaic period.,"Describe the geographic features that make up the three grand divisions of Tennessee (i.e., East, Middle, and West)."
tennessee-history,TN.03,"Analyze the customs and traditions of American Indians located in the Tennessee region prior to European contact, including: Cherokee; Chickasaw; Creek; Iroquois; Shawnee",Compare and contrast features of life in the Tennessee region during the Woodland and Mississippian periods.
tennessee-history,TN.04,"Describe the impact of European exploration in the Tennessee region, including the significance of Christopher Columbus, Hernando de Soto, and Juan Pardo.","Analyze the customs and traditions of American Indians present in the Tennessee region prior to European contact, including: • Cherokee • Chickasaw • Creek • Iroquois • Shawnee"
tennessee-history,TN.05,Describe the influx of British and French settlers and fur traders in the Tennessee region and their impact on American Indian tribes.,"Describe the impact of European exploration in the Tennessee region, including the significance of Christopher Columbus, Hernando de Soto, and Juan Pardo."
tennessee-history,TN.07,"Describe the effects of migration into the Tennessee region, including the development of the Watauga and Cumberland Settlements.","Explain the conflict between the British, the French, and American Indians for land in the Tennessee region prior to the French and Indian War."
tennessee-history,TN.08,"Identify episodes of fighting that occurred in the Tennessee region during the American Revolution (e.g., Battle of Kings Mountain) and the effects of American victory on the area.","Describe the effects of migration into the Tennessee region, including the development of the Watauga and Cumberland Settlements."
tennessee-history,TN.09,Identify reasons for the foundation and failure of the independent state of Franklin in 1784.,"Identify episodes of fighting that occurred in the Tennessee region during the American Revolution (e.g., Battle of Kings Mountain) and the effects of American victory on the area."
tennessee-history,TN.10,"Analyze the effects of land speculation on settlement in the Territory South of the River Ohio (i.e., the Southwest Territory).",Identify reasons for the foundation and failure of the independent state of Franklin in 1784.
tennessee-history,TN.11,Analyze the conflicts between early Tennessee settlers and American Indians.,"Analyze the effects of land speculation on settlement in the Southwest Territory (i.e., the Territory South of the River Ohio)."
tennessee-history,TN.12,Describe the events and trace the process of Tennessee achieving statehood in 1796.,Describe the conflicts between early Tennessee settlers and American Indians.
tennessee-history,TN.13,Describe major features of the Tennessee Constitution of 1796. (T.C.A. §49-6-1028),Describe the events leading to Tennessee's achievement of statehood in 1796.
tennessee-history,TN.14,"Analyze the growth of Middle Tennessee in the early 1800s in power and influence, including the relocation of the capital.",Describe major features of the Tennessee Constitution of 1796. (T.C.A. §49-6-1028)
tennessee-history,TN.15,"Describe the distribution of slaves between the three grand divisions of Tennessee, the lives of free blacks and slaves, and the role of Tennesseans in the early abolition movement (e.g., Elihu Embree).","Analyze the growth of Middle Tennessee in the early 1800s in power and influence, including the relocation of the capital."
tennessee-history,TN.16,"Describe aspects of farm life, work, religion, and community for families in early Tennessee.","Describe the trafficking of enslaved persons between the three grand divisions of Tennessee, the lives of free blacks and enslaved persons, and the role of Tennesseeans in the early abolition movement (e.g., Elihu Embree)."
tennessee-history,TN.18,Describe the New Madrid Earthquakes of 1811-12 and the resulting effects on the land and culture of Tennessee.,Describe the economy of Tennessee in the early 19th century.
tennessee-history,TN.19,"Describe Tennessee’s involvement in the War of 1812 (e.g., Tennessee volunteers, Felix Grundy, Andrew Jackson), and analyze the role of American Indians during the war.",Describe the New Madrid Earthquakes of 1811-12 and the resulting effects on the land and culture of Tennessee.
tennessee-history,TN.20,"Describe the significance of the Mississippi River, the Jackson Purchase, and the introduction of cotton in the rapid growth of Memphis and West Tennessee.","Analyze the War of 1812’s impact on Tennessee, including: • American Indian peoples • Andrew Jackson • Felix Grundy • Tennessee Volunteers"
tennessee-history,TN.21,"Explain the importance of transportation, technology, and geography in Tennessee’s growing involvement in the national economy after the War of 1812, including the significance of: Cash crops (e.g., cotton, tobacco); Natchez Trace; Road improvements; Steamboats","Describe the significance of the Mississippi River, the Jackson Purchase, and the introduction of cotton in the rapid growth of Memphis and West Tennessee."
tennessee-history,TN.22,Describe the contributions of Presidents Andrew Jackson and James K. Polk to Tennessee and American history.,"Explain the importance of transportation, technology, and geography in Tennessee’s growing involvement in the national economy after the War of 1812, including the significance of: • Cash crops (e.g., cotton, tobacco) • Natchez Trace • Road improvements • Steamboats • Telegraph"
tennessee-history,TN.23,Describe the impact of the Indian Removal Act and the Trail of Tears on Tennessee.,Describe the influences of Presidents Andrew Jackson and James K. Polk on American history.
